NIT|Cod. Depto|Departamento|Cod. Municipio|Municipio|CIIU Rev 4 principal|Descripción CIIU principal|Cadena CIIU principal|Valor agregado empresa|Activos|Ingresos operacionales|Tamaño empresa RUES|Sucursal sociedad extranjera|País domicilio casa matriz|Antigüedad empresa|Tipo* ult 10 años|Cadena* ult 10 años|Sector* ult 10 años|Subsector* ult 10 años|Posara* ult 10 años|Descripcion posara* ult 10 años|Cod. Departamento* ult 10 años|Departamento* ult 10 años|Expo Latam ult 10 años|Expo 2022|Expo prom ult 5 años|Var. Expo 2022|TCAC expo ult 5 años|Trayectoria expo|Cadena segmentación
30339|8|Atlántico|8001|Barranquilla|3312|Mantenimiento y reparación especializado de maquinaria y equipo|Metalmecánica y Otras Industrias|Bienes tecnología media-baja|29010339000,0|27551637000,0|Mediana|No|No es sucursal de sociedad extranjera|18,119096509240247|No Mineras|Metalmecánica y Otras Industrias|Instrumentos y aparatos|Medición|9028100010|Surtidor para gas combustible vehicular (Gas Natural) |08|Atlántico|Si|2210194,88|1624843,196|67,944260005307|17,396702774111628|Pymex|Metalmecánica y Otras Industrias
30346|73|Tolima|73001|Ibagué|4111|Construcción de edificios residenciales|Metalmecánica y Otras Industrias|Servicios no clasificados|16745220000,0|17507988000,0|Mediana|No|No es sucursal de sociedad extranjera|8,229979466119097|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Metalmecánica y Otras Industrias
30355|5|Antioquia|5001|Medellín|4645|Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador|Químicos y Ciencias de la Vida|Servicios menos intensivos en conocimiento|47086512000,0|37595674000,0|Mediana|No|No es sucursal de sociedad extranjera|12,292950034223136|No Mineras|Químicos y Ciencias de la Vida|Dotación Hospitalaria|Instrumentos, aparatos y prótesis|9018909000|Los demás instrumentos y aparatos de medicina y cirugía, odontología, o veterinaria no incluidos antes|05|Antioquia|Si|0,0|85563,8|||No Constante|Químicos y Ciencias de la Vida
30440|76|Valle del Cauca|76892|Yumbo|4321|Instalaciones eléctricas|Metalmecánica y Otras Industrias|Servicios no clasificados|130573229000,0|188293603000,0|Grande|No|No es sucursal de sociedad extranjera|33,73579739904175|No Mineras|Metalmecánica y Otras Industrias|Materiales de construcción|Cobre|7412200000|Accesorios de aleaciones de cobre para tuberias  (racores, codos o manguitos).|76|Valle del Cauca|Si|0,0|0,0|||Futuros|Metalmecánica y Otras Industrias
30441|11|Bogotá, D.C.|11001|Bogotá, D.C.|4645|Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador|Químicos y Ciencias de la Vida|Servicios menos intensivos en conocimiento|43693580000,0|45248540000,0|Mediana|No|No es sucursal de sociedad extranjera|34,338124572210816|No Mineras|Químicos y Ciencias de la Vida|Farmacéutico|Productos farmacéuticos|3004902900|Los demás medicamentos para uso humano.|11|Bogotá, D.C.|Si|64078,65|37462,088|175,85922617446053|21,040169917828443|Pymex|Químicos y Ciencias de la Vida
30513|11|Bogotá, D.C.|11001|Bogotá, D.C.|4664|Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario|Químicos y Ciencias de la Vida|Servicios menos intensivos en conocimiento|87108648000,0|86967612000,0|Grande|No|No es sucursal de sociedad extranjera|11,293634496919918|No Mineras|Químicos y Ciencias de la Vida|Agroquímicos|Herbicidas|3808939900|Los demás herbicidas, inhibidores de germinación y reguladores del crecimiento de las plantas.|08|Atlántico|No|0,0|0,0|||Futuros|Químicos y Ciencias de la Vida
30651|11|Bogotá, D.C.|11001|Bogotá, D.C.|4659|Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.|CIIU no aplica categoría ProColombia|Servicios menos intensivos en conocimiento|16331054000,0|34076283000,0|Mediana|No|No es sucursal de sociedad extranjera|11,175906913073238|No Mineras|Metalmecánica y Otras Industrias|Metalmecánica|Maquinaria industrial|8424300000|Máquinas y aparatos de chorro de arena o de vapor y aparatos de chorro similares.|11|Bogotá, D.C.|Si|27330,65|72040,18000000001|106,09609143119134|-34,740013377524406|Pymex|Metalmecánica y Otras Industrias
30890|5|Antioquia|5360|Itagüí|4530|Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores|Metalmecánica y Otras Industrias|Servicios menos intensivos en conocimiento|17002507000,0|26823633000,0|Mediana|No|No es sucursal de sociedad extranjera|12,97741273100616|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Metalmecánica y Otras Industrias
30957|11|Bogotá, D.C.|11001|Bogotá, D.C.|322|Acuicultura de agua dulce|Agroalimentos|Bienes primarios|11184745000,0|17487122000,0|Mediana|No|No es sucursal de sociedad extranjera|10,028747433264886|No Mineras|Agroalimentos|Acuícola y pesquero|Filetes de pescado|0304420000|Filetes de Truchas (Salmo Trutta, Ocorhynchus Mykiss, Ocorhynchus Clarki, Ocorhynchus Aguabonita, Ocorhynchus Gilae, Ocorhynchus Apache y Ocorhynchus Chrysogaster) frescos o refrigerados.|11|Bogotá, D.C.|No|3639,05|727,8100000000001|||Futuros|Agroalimentos
30960|8|Atlántico|8001|Barranquilla|4664|Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario|Químicos y Ciencias de la Vida|Servicios menos intensivos en conocimiento|4161907000,0|12814800000,0|Pequeña|No|No es sucursal de sociedad extranjera|12,084873374401097|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Químicos y Ciencias de la Vida
31018|5|Antioquia|5001|Medellín|6201|Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)|Industrias 4.0|Servicios de alta tecnología intensivos en conocimiento|214188433000,0|129300439000,0|Grande|No|No es sucursal de sociedad extranjera|21,05407255304586|No Mineras|Industrias 4.0|Software y Servicios TI|Software y Servicios TI|Software y Servicios TI|Software y Servicios TI|05|Antioquia|Si|5149440,3100000005|4557986,262|63,28032889183708||Pymex|Industrias 4.0
31033|76|Valle del Cauca|76520|Palmira|4631|Comercio al por mayor de productos alimenticios|Agroalimentos|Servicios menos intensivos en conocimiento|17267344000,0|43046533000,0|Mediana|No|No es sucursal de sociedad extranjera|52,8104038329911|No Mineras|Agroalimentos|Frutas y hortalizas frescas y procesadas|Frutas frescas|0808100000|Manzanas frescas.|76|Valle del Cauca|No|0,0|4939,2|||No Constante|Agroalimentos
31077|11|Bogotá, D.C.|11001|Bogotá, D.C.|4530|Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores|Metalmecánica y Otras Industrias|Servicios menos intensivos en conocimiento|59768066000,0|29851652000,0|Mediana|No|No es sucursal de sociedad extranjera|44,58316221765914|No Mineras|Metalmecánica y Otras Industrias|Autopartes|Motores y sus partes|8482300000|Rodamientos de rodillos en forma de tonel.|11|Bogotá, D.C.|Si|0,0|1828,722||-100,0|Futuros|Metalmecánica y Otras Industrias
31125|5|Antioquia|5266|Envigado|2910|Fabricación de vehículos automotores y sus motores|Metalmecánica y Otras Industrias|Bienes tecnología media-alta|781221244000,0|2567125788000,0|Grande|No|No es sucursal de sociedad extranjera|8,960985626283367|No Mineras|Metalmecánica y Otras Industrias|Vehículos y otros medios de transporte|Automóviles de turismo y uso familiar|8703239090|Los demás vehículos para el transporte de personas, con motor de émbolo (pistón) alternativo, de encendido por chispa, de cilindrada superior a 1.500 cm3 pero inferior o igual a 3.000 cm3.|05|Antioquia|Si|175086849,59|207811496,324|64,5216091369744|-13,79563374003052|Top|Metalmecánica y Otras Industrias
31131|25|Cundinamarca|25126|Cajicá|8610|Actividades de hospitales y clínicas, con internación|Industrias 4.0|Otros servicios intensivos en conocimiento|13305627151,0|13589079618,999998|Mediana|No|No es sucursal de sociedad extranjera|14,663928815879537|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Industrias 4.0
31162|11|Bogotá, D.C.|11001|Bogotá, D.C.|4645|Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador|Químicos y Ciencias de la Vida|Servicios menos intensivos en conocimiento|59322155000,0|55284285000,0|Mediana|No|No es sucursal de sociedad extranjera|10,433949349760438|No Mineras|Químicos y Ciencias de la Vida|Farmacéutico|Productos farmacéuticos|3004902400|Los demás medicamentos para uso humano, para tratamientos oncologicos o VIH.|11|Bogotá, D.C.|Si|4956,0|82710,948|-98,11401229499587|-45,79661060044339|No Constante|Químicos y Ciencias de la Vida
31205|11|Bogotá, D.C.|11001|Bogotá, D.C.|4390|Otras actividades especializadas para la construcción de edificios y obras de ingeniería civil|Metalmecánica y Otras Industrias|Servicios no clasificados|11485157000,0|15997117000,0|Mediana|No|No es sucursal de sociedad extranjera|14,611909650924025|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Metalmecánica y Otras Industrias
31313|5|Antioquia|5001|Medellín|6201|Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)|Industrias 4.0|Servicios de alta tecnología intensivos en conocimiento|8257121000,0|19920471000,0|Grande|No|No es sucursal de sociedad extranjera|22,798083504449007|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Industrias 4.0
31324|19|Cauca|19698|Santander De Quilichao|8610|Actividades de hospitales y clínicas, con internación|Industrias 4.0|Otros servicios intensivos en conocimiento|32437644242,0|42256340257,0|Grande|No determinado|No determinado||No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Industrias 4.0
31379|66|Risaralda|66001|Pereira|4771|Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados|Sistema Moda|Servicios menos intensivos en conocimiento|109253726000,0|57286864000,0|Mediana|No|No es sucursal de sociedad extranjera|19,964407939767284|No Mineras|Sistema Moda|Textiles y confecciones|Camisas|6205909000|Camisas para hombres o niños, de las demás materias textiles.|05|Antioquia|Si|0,0|934,1|||Futuros|Sistema Moda
31410|11|Bogotá, D.C.|11001|Bogotá, D.C.|8621|Actividades de la práctica médica, sin internación|Industrias 4.0|Otros servicios intensivos en conocimiento|27952472505,0|57359756856,0|Grande|No|No es sucursal de sociedad extranjera|10,910335386721425|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Industrias 4.0
31454|73|Tolima|73001|Ibagué|8610|Actividades de hospitales y clínicas, con internación|Industrias 4.0|Otros servicios intensivos en conocimiento|9233462212,0|13487058065,000002|Mediana|No|No es sucursal de sociedad extranjera|18,63655030800821|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Industrias 4.0
31607|5|Antioquia|5380|La Estrella|3250|Fabricación de instrumentos, aparatos y materiales médicos y odontológicos (incluido mobiliario)|Químicos y Ciencias de la Vida|Bienes tecnología baja|21293785000,0|32273384000,0|Mediana|No|No es sucursal de sociedad extranjera|20,77754962354552|No Mineras|Químicos y Ciencias de la Vida|Dotación Hospitalaria|Instrumentos, aparatos y prótesis|9021101000|Artículos y aparatos de ortopedia.|05|Antioquia|No|0,0|34198,388|||No Constante|Químicos y Ciencias de la Vida
31630|11|Bogotá, D.C.|11001|Bogotá, D.C.|4773|Comercio al por menor de productos farmacéuticos y medicinales, cosméticos y artículos de tocador en establecimientos especializados|Químicos y Ciencias de la Vida|Servicios menos intensivos en conocimiento|23379698000,0|42439220000,0|Mediana|No|No es sucursal de sociedad extranjera|13,609856262833675|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Químicos y Ciencias de la Vida
31825|11|Bogotá, D.C.|11001|Bogotá, D.C.|2023|Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador|Químicos y Ciencias de la Vida|Bienes tecnología media-alta|24473926000,0|22461781000,0|Mediana|No|No es sucursal de sociedad extranjera|23,64134154688569|No Mineras|Químicos y Ciencias de la Vida|Cosméticos y productos de aseo|Otros productos de aseo|3402200000|Preparaciones  tensoactivas, para lavar (incluidas las preparaciones auxiliares de lavado)  y  preparaciones  de limpieza acondicionadas para la venta al por menor.|11|Bogotá, D.C.|Si|353097,0|249175,08|59,774711670033234|-1,1910809241263198|Pymex|Químicos y Ciencias de la Vida
31882|8|Atlántico|8638|Sabanalarga|4541|Comercio de motocicletas y de sus partes, piezas y accesorios|Metalmecánica y Otras Industrias|Servicios menos intensivos en conocimiento|8172344000,0|32800489000,0|Mediana|No|No es sucursal de sociedad extranjera|4,240930869267625|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Metalmecánica y Otras Industrias
31892|25|Cundinamarca|25799|Tenjo|2221|Fabricación de formas básicas de plástico|Químicos y Ciencias de la Vida|Bienes tecnología media-baja|14857714000,0|21842813000,0|Mediana|No|No es sucursal de sociedad extranjera|48,11225188227242|No Mineras|Químicos y Ciencias de la Vida|Plástico y caucho|Plástico y sus manufacturas|3921909000|Las demás placas, hojas, películas, bandas y láminas, de plástico.|25|Cundinamarca|Si|387790,44|185046,214|19,487782257943987|67,71574028056435|Pymex|Químicos y Ciencias de la Vida
32228|73|Tolima|73001|Ibagué|4541|Comercio de motocicletas y de sus partes, piezas y accesorios|Metalmecánica y Otras Industrias|Servicios menos intensivos en conocimiento|3603801000,0|13691727000,0|Pequeña|No|No es sucursal de sociedad extranjera|17,21286789869952|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Metalmecánica y Otras Industrias
32276|11|Bogotá, D.C.|11001|Bogotá, D.C.|4620|Comercio al por mayor de materias primas agropecuarias; animales vivos|Agroalimentos|Servicios menos intensivos en conocimiento|5316060000,0|27355586000,0|Mediana|No|No es sucursal de sociedad extranjera|38,8911704312115|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Agroalimentos
32300|11|Bogotá, D.C.|11001|Bogotá, D.C.|4631|Comercio al por mayor de productos alimenticios|Agroalimentos|Servicios menos intensivos en conocimiento|3057027000,0|13948399000,0|Mediana|No|No es sucursal de sociedad extranjera|39,318275154004105|No Mineras|Agroalimentos|Otros agrícola|Hierbas aromáticas|1211909000|Las demás plantas y partes de plantas, semillas y frutos de las especies utilizadas principalmente en perfumería, en medicina o como insecticidas, parasiticidas o similares, frescos o secos, incluso cortados, quebrantados o pulverizados.|52|Nariño|Si|7464,96|12000,024|-51,53114359844068||No Constante|Agroalimentos
32475|68|Santander|68307|Girón|4771|Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados|Sistema Moda|Servicios menos intensivos en conocimiento|186323935000,0|173226426000,0|Grande|No|No es sucursal de sociedad extranjera|24,22724161533197|No Mineras|Sistema Moda|Textiles y confecciones|Otras confecciones|6114300000|Las demás prendas de vestir de punto, de fibras sintéticas o artificiales.|05|Antioquia|No|0,0|5065,7||-100,0|Futuros|Sistema Moda
32484|8|Atlántico|8758|Soledad|4659|Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.|CIIU no aplica categoría ProColombia|Servicios menos intensivos en conocimiento|31457465000,0|47153373000,0|Mediana|No|No es sucursal de sociedad extranjera|23,29363449691992|No Mineras|Metalmecánica y Otras Industrias|Metalmecánica|Maquinaria industrial|8418610000|Bombas de calor, excepto las máquinas y aparatos para acondicionamiento de aire de la partida 84.15.|08|Atlántico|Si|12070,409999999998|61511,46|-80,11448199738054|-24,97586938993338|Pymex|Metalmecánica y Otras Industrias
32797|76|Valle del Cauca|76001|Santiago De Cali|8691|Actividades de apoyo diagnóstico|Industrias 4.0|Otros servicios intensivos en conocimiento|20287243835,0|17630478920,0|Mediana|No|No es sucursal de sociedad extranjera|14,03422313483915|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Industrias 4.0
32808|11|Bogotá, D.C.|11001|Bogotá, D.C.|2930|Fabricación de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores|Metalmecánica y Otras Industrias|Bienes tecnología media-alta|52612440000,0|54192438000,0|Mediana|No|No es sucursal de sociedad extranjera|21,58521560574949|No Mineras|Metalmecánica y Otras Industrias|Autopartes|Partes y accesorios de vehículos|8708701000|Ruedas y sus partes, de vehículos automóviles de las partidas 87.01 a 87.05.|17|Caldas|Si|5637281,48|3588514,7760000005|32,2942730406518|10,210703552378764|Pymex|Metalmecánica y Otras Industrias
32928|11|Bogotá, D.C.|11001|Bogotá, D.C.|4659|Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.|CIIU no aplica categoría ProColombia|Servicios menos intensivos en conocimiento|26723314000,0|14558833000,0|Pequeña|No|No es sucursal de sociedad extranjera|10,781656399726216|No Mineras|Metalmecánica y Otras Industrias|Metalmecánica|Maquinaria industrial|8430410000|Las demás máquinas de sondeo o de perforación, autopropulsadas.|13|Bolívar|Si|0,0|259208,858|-100,0|-100,0|No Constante|Metalmecánica y Otras Industrias
32931|8|Atlántico|8001|Barranquilla|4321|Instalaciones eléctricas|Metalmecánica y Otras Industrias|Servicios no clasificados|27686286000,0|32749687000,0|Mediana|No|No es sucursal de sociedad extranjera|6,105407255304586|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Metalmecánica y Otras Industrias
33002|68|Santander|68001|Bucaramanga|4111|Construcción de edificios residenciales|Metalmecánica y Otras Industrias|Servicios no clasificados|12135678000,0|23458642000,0|Mediana|No|No es sucursal de sociedad extranjera|10,072553045859|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Metalmecánica y Otras Industrias
33067|76|Valle del Cauca|76001|Santiago De Cali|6209|Otras actividades de tecnologías de información y actividades de servicios informáticos|Industrias 4.0|Servicios de alta tecnología intensivos en conocimiento|4594726000,0|16616688000,0|Mediana|No|No es sucursal de sociedad extranjera|17,141683778234086|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Industrias 4.0
33089|5|Antioquia|5001|Medellín|6201|Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)|Industrias 4.0|Servicios de alta tecnología intensivos en conocimiento|27178471000,0|75306114000,0|Grande|No|No es sucursal de sociedad extranjera|26,858316221765914|No Mineras|Industrias 4.0|Software y Servicios TI|Software y Servicios TI|Software y Servicios TI|Software y Servicios TI|05|Antioquia|Si|619298,83|292906,6919999999||12,733302938308457|No Constante|Industrias 4.0
33129|5|Antioquia|5266|Envigado|1410|Confección de prendas de vestir, excepto prendas de piel|Sistema Moda|Bienes tecnología baja|59490952000,0|85129800000,0|Grande|No|No es sucursal de sociedad extranjera|22,888432580424368|No Mineras|Sistema Moda|Textiles y confecciones|Ropa interior y pijamas|6109100000|"""T-shirts"" y camisetas interiores de punto, de algodón."|05|Antioquia|Si|1844626,86|1955424,222|-16,44671544776952|-0,2601293943691352|Pymex|Sistema Moda
33161|5|Antioquia|5001|Medellín|4321|Instalaciones eléctricas|Metalmecánica y Otras Industrias|Servicios no clasificados|16911919000,0|25606639000,0|Mediana|No|No es sucursal de sociedad extranjera|17,39082819986311|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Metalmecánica y Otras Industrias
33179|11|Bogotá, D.C.|11001|Bogotá, D.C.|6910|Actividades jurídicas|Industrias 4.0|Servicios de mercado intensivos en conocimiento|12418749000,0|18681651000,0|Grande|No|No es sucursal de sociedad extranjera|26,26420260095825|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Industrias 4.0
33340|11|Bogotá, D.C.|11001|Bogotá, D.C.|125|Cultivo de flor de corte|Agroalimentos|Bienes primarios|47852966000,0|55104132000,0|Mediana|No|No es sucursal de sociedad extranjera|50,776180698151954|No Mineras|Agroalimentos|Flores y plantas vivas|Flores frescas|0603110000|Rosas frescas, cortadas para ramos o adornos.|11|Bogotá, D.C.|Si|13869407,74|12578204,96|1,5365551984757753|5,760921998733082|Top|Agroalimentos
33389|11|Bogotá, D.C.|11001|Bogotá, D.C.|7112|Actividades de ingeniería y otras actividades conexas de consultoría técnica|Metalmecánica y Otras Industrias|Servicios de mercado intensivos en conocimiento|7047973000,0|15759132000,0|Mediana|No|No es sucursal de sociedad extranjera|50,98973305954826|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Metalmecánica y Otras Industrias
33410|76|Valle del Cauca|76892|Yumbo|2229|Fabricación de artículos de plástico n.c.p.|Químicos y Ciencias de la Vida|Bienes tecnología media-baja|22681821000,0|22937866000,0|Mediana|No|No es sucursal de sociedad extranjera|41,88090349075976|No Mineras|Metalmecánica y Otras Industrias|Envases/empaques|Envases y empaques de plástico|3923299000|Sacos (bolsas), bolsitas y cucuruchos.|76|Valle del Cauca|Si|1791254,3299999998|1410768,718|52,20692842393979|3,1585303463262937|Pymex|Químicos y Ciencias de la Vida
33485|15|Boyacá|15759|Sogamoso|8610|Actividades de hospitales y clínicas, con internación|Industrias 4.0|Otros servicios intensivos en conocimiento|71568597651,0|56981310621,0|Grande|No determinado|No determinado||No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Industrias 4.0
33584|15|Boyacá|15001|Tunja|4112|Construcción de edificios no residenciales|Metalmecánica y Otras Industrias|Servicios no clasificados|22123264000,0|25462099000,0|Mediana|No|No es sucursal de sociedad extranjera|21,46748802190281|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Metalmecánica y Otras Industrias
33590|76|Valle del Cauca|76520|Palmira|1701|Fabricación de pulpas (pastas) celulósicas; papel y cartón|Metalmecánica y Otras Industrias|Bienes tecnología baja|9491567000,0|14330022000,0|Mediana|No|No es sucursal de sociedad extranjera|23,720739219712527|No Mineras|Químicos y Ciencias de la Vida|Envases/empaques|Envases y empaques de papel y cartón|4819400000|Los demás sacos (bolsas); bolsitas y cucuruchos, de papel, cartón, guata de celulosa o napas de fibras de celulosa.|76|Valle del Cauca|Si|925601,94|490060,116|115,11826924793178|77,18711582223847|Pymex|Químicos y Ciencias de la Vida
33637|5|Antioquia|5001|Medellín|4111|Construcción de edificios residenciales|Metalmecánica y Otras Industrias|Servicios no clasificados|23331440000,0|22517764000,0|Mediana|No|No es sucursal de sociedad extranjera|12,525667351129364|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Metalmecánica y Otras Industrias
33718|11|Bogotá, D.C.|11001|Bogotá, D.C.|6202|Actividades de consultoría informática y actividades de administración de instalaciones informáticas|Industrias 4.0|Servicios de alta tecnología intensivos en conocimiento|84508655000,0|93409538000,0|Grande|No|No es sucursal de sociedad extranjera|34,217659137577|No Mineras|Industrias 4.0|Software y Servicios TI|Software y Servicios TI|Software y Servicios TI|Software y Servicios TI|11|Bogotá, D.C.|Si|5142400,359999999|2335535,684|136,53237382321825|56,33183391825671|Pymex|Industrias 4.0
33764|23|Córdoba|23001|Montería|4541|Comercio de motocicletas y de sus partes, piezas y accesorios|Metalmecánica y Otras Industrias|Servicios menos intensivos en conocimiento|25510889000,0|39315670000,0|Mediana|No|No es sucursal de sociedad extranjera|12,985626283367557|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Metalmecánica y Otras Industrias
33778|68|Santander|68001|Bucaramanga|4645|Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador|Químicos y Ciencias de la Vida|Servicios menos intensivos en conocimiento|155508084712,0|265066972503,0|Grande|No|No es sucursal de sociedad extranjera|16,410677618069816|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Químicos y Ciencias de la Vida
33811|25|Cundinamarca|25817|Tocancipá|4664|Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario|Químicos y Ciencias de la Vida|Servicios menos intensivos en conocimiento|24997483000,0|21198788000,0|Mediana|No|No es sucursal de sociedad extranjera|21,856262833675565|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Químicos y Ciencias de la Vida
33821|5|Antioquia|5001|Medellín|7112|Actividades de ingeniería y otras actividades conexas de consultoría técnica|Metalmecánica y Otras Industrias|Servicios de mercado intensivos en conocimiento|271081107000,0|243596471000,0|Grande|No|No es sucursal de sociedad extranjera|37,91375770020534|No Mineras|Metalmecánica y Otras Industrias|Instrumentos y aparatos|Telecomunicaciones y sonido|8517622000|Aparatos de telecomunicación por corriente portadora o telecomunicación digital.|05|Antioquia|Si|8000,0|147689,046|-97,75675244153662|-57,3707393166518|No Constante|Metalmecánica y Otras Industrias
