NIT|Cod. Depto|Departamento|Cod. Municipio|Municipio|CIIU Rev 4 principal|Descripción CIIU principal|Cadena CIIU principal|Valor agregado empresa|Activos|Ingresos operacionales|Tamaño empresa RUES|Sucursal sociedad extranjera|País domicilio casa matriz|Antigüedad empresa|Tipo* ult 10 años|Cadena* ult 10 años|Sector* ult 10 años|Subsector* ult 10 años|Posara* ult 10 años|Descripcion posara* ult 10 años|Cod. Departamento* ult 10 años|Departamento* ult 10 años|Expo Latam ult 10 años|Expo 2022|Expo prom ult 5 años|Var. Expo 2022|TCAC expo ult 5 años|Trayectoria expo|Cadena segmentación
6259|11|Bogotá, D.C.|11001|Bogotá, D.C.|149|Cría de otros animales n.c.p.|Agroalimentos|Bienes primarios|115441224000,0|124803742000,0|Grande|No|No es sucursal de sociedad extranjera|50,77344284736482|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Agroalimentos
6329|11|Bogotá, D.C.|11001|Bogotá, D.C.|4645|Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador|Químicos y Ciencias de la Vida|Servicios menos intensivos en conocimiento|385123174000,0|303534011000,0|Grande|No|No es sucursal de sociedad extranjera|29,180013689253936|No Mineras|Químicos y Ciencias de la Vida|Cosméticos y productos de aseo|Cosméticos|3304200000|Preparaciones para el maquillaje de los ojos, excepto los medicamentos.|11|Bogotá, D.C.|Si|7038240,96|6055524,502|30,074349952635828|4,063492381157552|Top|Químicos y Ciencias de la Vida
6331|47|Magdalena|47001|Santa Marta|8610|Actividades de hospitales y clínicas, con internación|Industrias 4.0|Otros servicios intensivos en conocimiento|90850432699,0|36868108030,99999|Grande|No|No es sucursal de sociedad extranjera|42,24503764544832|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Industrias 4.0
6465|17|Caldas|17001|Manizales|1410|Confección de prendas de vestir, excepto prendas de piel|Sistema Moda|Bienes tecnología baja|23249391000,0|12314807000,0|Mediana|No|No es sucursal de sociedad extranjera|10,622861054072551|No Mineras|Sistema Moda|Textiles y confecciones|Vestidos de baño y ropa de playa|6112410000|Bañadores, de punto,  de fibras sintéticas, para mujeres o niñas|17|Caldas|Si|1205312,7799999998|488747,42|91,89985497090976|73,07666760911202|Pymex|Sistema Moda
6470|13|Bolívar|13001|Cartagena De Indias|2394|Fabricación de cemento, cal y yeso|Metalmecánica y Otras Industrias|Bienes tecnología media-baja|99738114000,0|89240602000,0|Grande|No|No es sucursal de sociedad extranjera|11,739904175222453|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Metalmecánica y Otras Industrias
6472|5|Antioquia|5001|Medellín|8621|Actividades de la práctica médica, sin internación|Industrias 4.0|Otros servicios intensivos en conocimiento|7090460732,0|21110916272,0|Grande|No|No es sucursal de sociedad extranjera|5,089664613278576|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Industrias 4.0
6529|76|Valle del Cauca|76001|Santiago De Cali|4772|Comercio al por menor de todo tipo de calzado y artículos de cuero y sucedáneos del cuero en establecimientos especializados|Sistema Moda|Servicios menos intensivos en conocimiento|19202297000,0|33556802000,0|Mediana|No|No es sucursal de sociedad extranjera|15,3347022587269|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Sistema Moda
6634|52|Nariño|52001|Pasto|4321|Instalaciones eléctricas|Metalmecánica y Otras Industrias|Servicios no clasificados|53954106000,0|38472586000,0|Mediana|No|No es sucursal de sociedad extranjera|19,30458590006845|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Metalmecánica y Otras Industrias
6676|25|Cundinamarca|25430|Madrid|0125|Cultivo de flor de corte|Agroalimentos|Bienes primarios|14893351000,0|12130097000,0|Mediana|No|No es sucursal de sociedad extranjera|19,091033538672143|No Mineras|Agroalimentos|Flores y plantas vivas|Flores frescas|0603110000|Rosas frescas, cortadas para ramos o adornos.|25|Cundinamarca|Si|0,0|89527,96599999999|-100,0|-100,0|No Constante|Agroalimentos
6700|68|Santander|68001|Bucaramanga|4312|Preparación del terreno|Metalmecánica y Otras Industrias|Servicios no clasificados|40664177000,0|27872011000,0|Mediana|No|No es sucursal de sociedad extranjera|18,132785763175907|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Metalmecánica y Otras Industrias
6797|5|Antioquia|5001|Medellín|4111|Construcción de edificios residenciales|Metalmecánica y Otras Industrias|Servicios no clasificados|553840346000,0|221171252000,0|Grande|No|No es sucursal de sociedad extranjera|23,14031485284052|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Metalmecánica y Otras Industrias
6825|5|Antioquia|5266|Envigado|1011|Procesamiento y conservación de carne y productos cárnicos|Agroalimentos|Bienes tecnología baja|516952420000,0|774392285000,0|Grande|No|No es sucursal de sociedad extranjera|7,619438740588638|No Mineras|Agroalimentos|Avícola|Subproductos de origen animal (avícola)|0407110000|Huevos fecundados para incubación, de gallina de la especie gallus domesticus|66|Risaralda|Si|0,0|0,0|||Futuros|Agroalimentos
6928|25|Cundinamarca|25286|Funza|2023|Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador|Químicos y Ciencias de la Vida|Bienes tecnología media-alta|44720238000,0|39129236000,0|Mediana|No|No es sucursal de sociedad extranjera|5,464750171115674|No Mineras|Químicos y Ciencias de la Vida|Cosméticos y productos de aseo|Productos capilares|3305900000|Las demás preparaciones capilares.|11|Bogotá, D.C.|Si|63909,62|103999,164|-34,40441606342867|-18,280686859284344|Pymex|Químicos y Ciencias de la Vida
7131|5|Antioquia|5001|Medellín|2592|Tratamiento y revestimiento de metales; mecanizado|Metalmecánica y Otras Industrias|Bienes tecnología media-baja|106808492000,0|81499704000,0|Grande|Si|ITALIA|6,600958247775496|No Mineras|Metalmecánica y Otras Industrias|Metalmecánica|Manufacturas de hierro o acero|7308902000|Compuertas de esclusas, de fundición, hierro o acero, preparados para la construcción.|05|Antioquia|Si|1842040,8|1138055,28|1635,024489488358|33,43275787975466|Pymex|Metalmecánica y Otras Industrias
7139|76|Valle del Cauca|76834|Tuluá|1071|Elaboración y refinación de azúcar|Agroalimentos|Bienes tecnología baja|249274768000,0|240275737000,0|Grande|No|No es sucursal de sociedad extranjera|50,743326488706366|No Mineras|Agroalimentos|Azúcar|Azúcar de caña|1701999000|Los demás azúcares de caña o de remolacha y sacarosa químicamente pura, en estado sólido.|76|Valle del Cauca|Si|17116332,16|11340194,294|39,9063892875956|39,92811377157679|Top|Agroalimentos
7148|8|Atlántico|8001|Barranquilla|8621|Actividades de la práctica médica, sin internación|Industrias 4.0|Otros servicios intensivos en conocimiento|40515003000,0|23901460000,0|Grande|No|No es sucursal de sociedad extranjera|27,312799452429843|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Industrias 4.0
7336|11|Bogotá, D.C.|11001|Bogotá, D.C.|2930|Fabricación de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores|Metalmecánica y Otras Industrias|Bienes tecnología media-alta|14213230000,0|15074814000,0|Mediana|No|No es sucursal de sociedad extranjera|45,921971252566735|No Mineras|Metalmecánica y Otras Industrias|Autopartes|Partes y accesorios de motocicletas|8714109000|Las demás partes y accesorios para motocicletas (incluidos los ciclomotores)|11|Bogotá, D.C.|Si|559754,28|523387,0|46,34602330370372|1,1627448838091636|Pymex|Metalmecánica y Otras Industrias
7364|5|Antioquia|5001|Medellín|2022|Fabricación de pinturas, barnices y revestimientos similares, tintas para impresión y masillas|Químicos y Ciencias de la Vida|Bienes tecnología media-alta|10892209000,0|16535077000,0|Mediana|No|No es sucursal de sociedad extranjera|31,416837782340863|No Mineras|Químicos y Ciencias de la Vida|Químico|Extractos, pigmentos y pinturas|3215190000|Las demás tintas de imprenta.|05|Antioquia|Si|824514,17|612808,428|-8,943611310292376|14,24957828341582|Pymex|Químicos y Ciencias de la Vida
7470|11|Bogotá, D.C.|11001|Bogotá, D.C.|4664|Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario|Químicos y Ciencias de la Vida|Servicios menos intensivos en conocimiento|12183793000,0|15945667000,0|Pequeña|No|No es sucursal de sociedad extranjera|11,915126625598903|No Mineras|Químicos y Ciencias de la Vida|Plástico y caucho|Plástico en formas primarias|3906909000|Los demás polímeros acrilicos, en formas primarias.|11|Bogotá, D.C.|Si|0,0|3142,216|-100,0|-100,0|No Constante|Químicos y Ciencias de la Vida
7483|25|Cundinamarca|25758|Sopó|4642|Comercio al por mayor de prendas de vestir|Sistema Moda|Servicios menos intensivos en conocimiento|10954314000,0|12636610000,0|Pequeña|No|No es sucursal de sociedad extranjera|0,0|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Sistema Moda
7484|5|Antioquia|5318|Guarne|1811|Actividades de impresión|Químicos y Ciencias de la Vida|Bienes tecnología baja|25042239000,0|19947747000,0|Mediana|No|No es sucursal de sociedad extranjera|6,965092402464066|No Mineras|Metalmecánica y Otras Industrias|Papel y cartón|Otros papeles y cartones|4821100000|Etiquetas de todas clases impresas, de papel o cartón.|05|Antioquia|Si|89861,65999999999|247914,126|-70,35352846703158|-14,70897932056381|Pymex|Químicos y Ciencias de la Vida
7511|68|Santander|68081|Barrancabermeja|4631|Comercio al por mayor de productos alimenticios|Agroalimentos|Servicios menos intensivos en conocimiento|3810298000,0|42081996000,0|Mediana|No|No es sucursal de sociedad extranjera|10,620123203285422|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Agroalimentos
7516|68|Santander|68001|Bucaramanga|1051|Elaboración de productos de molinería|Agroalimentos|Bienes tecnología baja|75152501000,0|133793604000,0|Grande|No|No es sucursal de sociedad extranjera|73,63723477070499|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Agroalimentos
7637|68|Santander|68307|Girón|4732|Comercio al por menor de lubricantes (aceites, grasas), aditivos y productos de limpieza para vehículos automotores|Químicos y Ciencias de la Vida|Servicios menos intensivos en conocimiento|10426683000,0|13787103000,0|Pequeña|No|No es sucursal de sociedad extranjera|25,516769336071185|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Químicos y Ciencias de la Vida
7667|5|Antioquia|5001|Medellín|8691|Actividades de apoyo diagnóstico|Industrias 4.0|Otros servicios intensivos en conocimiento|36621283438,0|62190440137,0|Grande|No|No es sucursal de sociedad extranjera|54,09719370294319|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Industrias 4.0
7682|11|Bogotá, D.C.|11001|Bogotá, D.C.|126|Cultivo de palma para aceite (palma africana) y otros frutos oleaginosos|Agroalimentos|Bienes primarios|17054711000,0|17159851000,0|Mediana|No|No es sucursal de sociedad extranjera|29,097878165639973|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Agroalimentos
7874|68|Santander|68001|Bucaramanga|7820|Actividades de empresas de servicios temporales|Industrias 4.0|Servicios de mercado intensivos en conocimiento|9527710000,0|83570868000,0|Grande|No|No es sucursal de sociedad extranjera|25,43737166324436|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Industrias 4.0
7918|5|Antioquia|5001|Medellín|121|Cultivo de frutas tropicales y subtropicales|Agroalimentos|Bienes primarios|29476993000,0|17406782000,0|Mediana|No|No es sucursal de sociedad extranjera|35,58384668035592|No Mineras|Agroalimentos|Frutas y hortalizas frescas y procesadas|Frutas frescas|0805502200|Lima Tahití (limón Tahití) (citrus latifolia), frescas o secas.|05|Antioquia|Si|2009167,75|1944482,632|-7,549209519939359|6,530327962924076|Pymex|Agroalimentos
8014|5|Antioquia|5079|Barbosa|1709|Fabricación de otros artículos de papel y cartón|Metalmecánica y Otras Industrias|Bienes tecnología baja|169453425000,0|128938807000,0|Grande|No|No es sucursal de sociedad extranjera|15,567419575633128|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Metalmecánica y Otras Industrias
8081|11|Bogotá, D.C.|11001|Bogotá, D.C.|8621|Actividades de la práctica médica, sin internación|Industrias 4.0|Otros servicios intensivos en conocimiento|11461197000,0|12816321000,0|Mediana|No|No es sucursal de sociedad extranjera|16,933607118412045|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Industrias 4.0
8086|5|Antioquia|5631|Sabaneta|1311|Preparación e hilatura de fibras textiles|Sistema Moda|Bienes tecnología baja|9648870000,0|12326413000,0|Mediana|No|No es sucursal de sociedad extranjera|16,695414099931554|No Mineras|Metalmecánica y Otras Industrias|Artículos de hogar oficina hoteles e industrial|Electrodomésticos|8451290000|Las demás máquinas para secar hilados, telas o manufacturas textiles.|05|Antioquia|No|0,0|0,0|||Futuros|Sistema Moda
8102|73|Tolima|73001|Ibagué|4641|Comercio al por mayor de productos textiles, productos confeccionados para uso doméstico|Sistema Moda|Servicios menos intensivos en conocimiento|12924266000,0|20640723000,0|Mediana|No|No es sucursal de sociedad extranjera|25,136208076659823|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Sistema Moda
8164|5|Antioquia|5001|Medellín|8622|Actividades de la práctica odontológica|Industrias 4.0|Otros servicios intensivos en conocimiento|9533215170,0|26615563230,0|Grande|No|No es sucursal de sociedad extranjera|19,923340177960306|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Industrias 4.0
8206|11|Bogotá, D.C.|11001|Bogotá, D.C.|8621|Actividades de la práctica médica, sin internación|Industrias 4.0|Otros servicios intensivos en conocimiento|57484926232,0|75864568542,0|Grande|No determinado|No determinado||No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Industrias 4.0
8228|25|Cundinamarca|25754|Soacha|1392|Confección de artículos con materiales textiles, excepto prendas de vestir|Sistema Moda|Bienes tecnología baja|84017323000,0|63652432000,0|Mediana|No|No es sucursal de sociedad extranjera|27,236139630390145|No Mineras|Metalmecánica y Otras Industrias|Artículos de hogar oficina hoteles e industrial|Artículos del hogar|9404900000|Artículos de cama y artículos similares (cubrepies, edredones, cojines, pufes, almohadas, etc.), con muelles (resortes), rellenos o guarnecidos interiormente con cualquier materia, incluidos los de caucho o plástico celulares, recubiertos o no.|25|Cundinamarca|Si|732398,2|235088,504|1234,9607840635474|66,56820461526713|Pymex|Sistema Moda
8379|76|Valle del Cauca|76892|Yumbo|1811|Actividades de impresión|Químicos y Ciencias de la Vida|Bienes tecnología baja|14636406000,0|27897512000,0|Mediana|No|No es sucursal de sociedad extranjera|22,6611909650924|No Mineras|Químicos y Ciencias de la Vida|Envases/empaques|Envases y empaques de papel y cartón|4819200000|Cajas y cartonajes, plegables, de papel o cartón sin corrugar.|76|Valle del Cauca|No|553968,9199999999|407863,814|-41,38394720551655||Pymex|Químicos y Ciencias de la Vida
8421|5|Antioquia|5360|Itagüí|2229|Fabricación de artículos de plástico n.c.p.|Químicos y Ciencias de la Vida|Bienes tecnología media-baja|19468861000,0|25505245000,0|Mediana|No|No es sucursal de sociedad extranjera|18,458590006844627|No Mineras|Químicos y Ciencias de la Vida|Envases/empaques|Envases y empaques de plástico|3923309100|Bombonas (damajuanas), botellas, frascos y artículos similares de capacidad igual o superior a 18,9 lt (5 galones) de plástico|05|Antioquia|Si|0,0|33748,1|-100,0|-100,0|No Constante|Químicos y Ciencias de la Vida
8505|52|Nariño|52001|Pasto|8610|Actividades de hospitales y clínicas, con internación|Industrias 4.0|Otros servicios intensivos en conocimiento|20731632000,0|19476342000,0|Grande|No|No es sucursal de sociedad extranjera|19,367556468172484|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No exportó ult. 10 años|No|||||Futuros|Industrias 4.0
8518|11|Bogotá, D.C.|11001|Bogotá, D.C.|6190|Otras actividades de telecomunicaciones|Industrias 4.0|Servicios de alta tecnología intensivos en conocimiento|20940040000,0|20077958000,0|Grande|No|No es sucursal de sociedad extranjera|21,259411362080765|No Mineras|Metalmecánica y Otras Industrias|Instrumentos y aparatos|Medición|9015401000|Instrumentos y aparatos de fotogrametría, eléctricos o electrónicos|11|Bogotá, D.C.|Si|0,0|0,0|||Futuros|Metalmecánica y Otras Industrias
